title,work experience,salary,region
Middle BI-разработчик (Qlik Sense),1–3 года,з/п не указана,Санкт-Петербург
Директор отдела разработки систем принятия решений (Розничный кредитный конвейер),1–3 года,з/п не указана,Москва
Программист 1С,1–3 года,от 200 000 руб. до вычета налогов,Волгоград
Cпециалист отдела программного обеспечения,1–3 года,от 25 000 до 30 000 руб. до вычета налогов,Брянск
Руководитель проекта,1–3 года,з/п не указана,Москва
Системный программист Си,1–3 года,з/п не указана,Новосибирск
IOS Developer,1–3 года,з/п не указана,Москва
IOS Developer,1–3 года,з/п не указана,Казань
Программист Golang (Junior+/Middle),1–3 года,з/п не указана,Москва
Database Administrator,1–3 года,з/п не указана,город Лимасол
Lead Technical Engineer,1–3 года,з/п не указана,Москва
C/C++ Developer in Advanced Computing Team,1–3 года,з/п не указана,Москва
С++ разработчик картографической платформы,1–3 года,з/п не указана,Москва
